src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciii.CHARTEVENTS,8393,INV Line#2 [Site],,,,categorical,,,,262128,10339,0.541,,,
mimiciii.CHARTEVENTS,294,IV #1 [Site],,,,categorical,,,,260596,18176,0.951,,,
mimiciii.CHARTEVENTS,620,Responds to Stimuli [Type],,,,categorical,,,,260248,4889,0.2558,,,
mimiciii.CHARTEVENTS,8474,Responds to Stimuli [Value],,,,categorical,,,,250282,4853,0.2539,,,
mimiciii.CHARTEVENTS,72,Back Care,,,,categorical,,,,250184,14962,0.7829,,,
mimiciii.CHARTEVENTS,8400,IV #1 [Size],,,,categorical,,,,248931,17855,0.9342,,,
mimiciii.CHARTEVENTS,417,Inspired Gas Temp,,,Deg. C,mixed,32.9978,35.6353,37.4459,248836,10579,0.5535,,,
mimiciii.CHARTEVENTS,1425,Daily Wake Up,,,,categorical,,,,242815,14413,0.7541,,,
mimiciii.CHARTEVENTS,85,Braden Moisture,,,,categorical,,,,240850,18710,0.979,,,
mimiciii.CHARTEVENTS,82,Braden Activity,,,,categorical,,,,240830,18710,0.979,,,
mimiciii.CHARTEVENTS,84,Braden Mobility,,,,categorical,,,,240705,18711,0.979,,,
mimiciii.CHARTEVENTS,86,Braden Nutrition,,,,categorical,,,,240625,18710,0.979,,,
mimiciii.CHARTEVENTS,88,Braden SensoryPercep,,,,categorical,,,,240408,18709,0.9789,,,
mimiciii.CHARTEVENTS,83,Braden Frict/Shear,,,,categorical,,,,240298,18709,0.9789,,,
mimiciii.CHARTEVENTS,87,Braden Score,,,number,numeric,8.0,13.9998,20.8919,239437,18706,0.9788,,,
mimiciii.CHARTEVENTS,829,Potassium (3.5-5.3),,Chemistry,,numeric,2.9024,4.0026,6.1357,236291,18744,0.9807,,,
mimiciii.CHARTEVENTS,642,Skin Care,,,,categorical,,,,234998,14742,0.7713,,,
mimiciii.CHARTEVENTS,238,INV Line#2SiteAppear,,,,categorical,,,,225598,10325,0.5402,,,
mimiciii.CHARTEVENTS,526,Pain Management [Route/Status #1],,,,categorical,,,,224924,14351,0.7509,,,
mimiciii.CHARTEVENTS,324,IV Site Appear #1,,,,categorical,,,,215675,18074,0.9457,,,
mimiciii.CHARTEVENTS,780,Arterial pH,,ABG,,numeric,7.1591,7.4,7.5359,212989,13209,0.6911,,,
mimiciii.CHARTEVENTS,1698,GI Tube #1 [Site],,,,categorical,,,,212669,6703,0.3507,,,
