src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciii.CHARTEVENTS,286,INV#4 WaveformAppear,,,,categorical,,,,30439,1246,0.0652,,,
mimiciii.CHARTEVENTS,427,LUE [Temp],,,,categorical,,,,30414,1107,0.0579,,,
mimiciii.CHARTEVENTS,731,Warming [Device],,,,categorical,,,,30071,4516,0.2363,,,
mimiciii.CHARTEVENTS,8436,LUE [Color],,,,categorical,,,,29841,1102,0.0577,,,
mimiciii.CHARTEVENTS,327,IV Site Appear #4,,,,categorical,,,,29833,2746,0.1437,,,
mimiciii.CHARTEVENTS,100,CT #2 Dressing,,,,categorical,,,,29456,1313,0.0687,,,
mimiciii.CHARTEVENTS,102,CT #2 Suction Amount,,,,categorical,,,,29311,1324,0.0693,,,
mimiciii.CHARTEVENTS,358,ImpSkin Treatment #3,,,,categorical,,,,28995,1281,0.067,,,
mimiciii.CHARTEVENTS,69,BSA,,,m2,mixed,1.3412,1.9733,2.9049,28884,18760,0.9816,,,
mimiciii.CHARTEVENTS,762,Admit Wt,,,kg,mixed,42.3267,78.8358,159.4041,28884,18760,0.9816,,,
mimiciii.CHARTEVENTS,920,Admit Ht,,,inches,mixed,54.9492,67.0,76.0573,28884,18760,0.9816,,,
mimiciii.CHARTEVENTS,916,Allergy 1,,,,categorical,,,,28884,18760,0.9816,,,
mimiciii.CHARTEVENTS,924,Readmission,,,,categorical,,,,28884,18760,0.9816,,,
mimiciii.CHARTEVENTS,926,Religion,,,,categorical,,,,28884,18760,0.9816,,,
mimiciii.CHARTEVENTS,927,Allergy 2,,,,categorical,,,,28884,18760,0.9816,,,
mimiciii.CHARTEVENTS,919,Service,,,,categorical,,,,28884,18760,0.9816,,,
mimiciii.CHARTEVENTS,935,Allergy 3,,,,categorical,,,,28884,18760,0.9816,,,
mimiciii.CHARTEVENTS,925,Marital Status,,,,categorical,,,,28884,18760,0.9816,,,
mimiciii.CHARTEVENTS,930,Ext,,,,categorical,,,,28884,18760,0.9816,,,
mimiciii.CHARTEVENTS,917,Diagnosis/op,,,,categorical,,,,28882,18759,0.9815,,,
mimiciii.CHARTEVENTS,8418,Inc #3 [Appearance],,,,categorical,,,,28717,2525,0.1321,,,
mimiciii.CHARTEVENTS,8485,Warming [Status],,,,categorical,,,,28144,4378,0.2291,,,
mimiciii.CHARTEVENTS,496,PCA Dose,,,,mixed,0.05,0.25,8.4189,28079,1286,0.0673,,,
mimiciii.CHARTEVENTS,499,PCA Medication,,,,categorical,,,,28059,1280,0.067,,,
mimiciii.CHARTEVENTS,493,PCA 1 Hr Limit (mg),,,,mixed,0.4798,2.5,66.2144,28048,1275,0.0667,,,
mimiciii.CHARTEVENTS,129,Collar Care,,,,categorical,,,,28018,1603,0.0839,,,
mimiciii.CHARTEVENTS,498,PCA Lockout (Min),,,,mixed,5.5332,6.0,10.3657,28004,1279,0.0669,,,
mimiciii.CHARTEVENTS,769,ALT,,Enzymes,,numeric,5.5772,45.4984,4753.9235,27755,8362,0.4375,,,
mimiciii.CHARTEVENTS,784,CPK,,Enzymes,,numeric,12.237,207.751,18899.0237,27752,8788,0.4598,,,
mimiciii.CHARTEVENTS,770,AST,,Enzymes,,numeric,10.8363,59.0152,6705.1052,27637,8324,0.4355,,,
mimiciii.CHARTEVENTS,7914,Insulin Guideline,,,,categorical,,,,27227,2986,0.1562,,,
mimiciii.CHARTEVENTS,773,Alk. Phosphate,,Enzymes,,numeric,31.9449,98.6585,757.4804,27032,8113,0.4245,,,
mimiciii.CHARTEVENTS,848,Total Bili (0-1.5),,Chemistry,,numeric,0.0626,1.186,39.8788,26831,7706,0.4032,,,
mimiciii.CHARTEVENTS,99,CT #2 Drainage,,,,categorical,,,,26716,1344,0.0703,,,
mimiciii.CHARTEVENTS,346,ImpSkin Character #3,,,,categorical,,,,26488,1322,0.0692,,,
mimiciii.CHARTEVENTS,101,CT #2 [Fluctuate],,,,categorical,,,,25941,1335,0.0699,,,
mimiciii.CHARTEVENTS,733,Weight Change,,,kg,numeric,-6.6483,0.0,10.0147,25924,10253,0.5365,,,
mimiciii.CHARTEVENTS,8365,Angio Appearance #1 [Attribute 2],,,,categorical,,,,25417,2410,0.1261,,,
mimiciii.CHARTEVENTS,8374,CT #2 [Leak],,,,categorical,,,,24995,1332,0.0697,,,
mimiciii.CHARTEVENTS,446,Micro-Neb Treatment,,,,categorical,0.0,0.6,2115.0,24383,3752,0.1963,,,
mimiciii.CHARTEVENTS,1697,Atrial Pacemaker Sense [mV],,,,mixed,0.4,0.5,18.5969,24333,2149,0.1124,,,
mimiciii.CHARTEVENTS,570,PressSoreWoundBase#1,,,,categorical,,,,24242,1353,0.0708,,,
mimiciii.CHARTEVENTS,719,Ventricular Pacemaker [mA],,,,mixed,0.0,3.9344,25.0,23189,2353,0.1231,,,
mimiciii.CHARTEVENTS,1695,Atr Sens Thresh mV,,,V-mA,numeric,0.4,1.0,7.3903,22793,2162,0.1131,,,
mimiciii.CHARTEVENTS,8491,Atrial Pacemaker Sense [mA],,,,numeric,0.2777,11.6423,21.5314,22791,2036,0.1065,,,
mimiciii.CHARTEVENTS,595,RSBI (<200),,,units,mixed,13.2046,66.4528,191.5586,22696,6312,0.3303,,,
mimiciii.CHARTEVENTS,1696,Atr Stim Thresh mA,,,V-mA,numeric,0.7574,6.0032,20.0066,22666,2142,0.1121,,,
mimiciii.CHARTEVENTS,497,Patient controlled analgesia (PCA) [Inject],,,,numeric,0.0,2.0,40.1518,22610,1217,0.0637,,,
mimiciii.CHARTEVENTS,652,Spon. Vt (L) (Mech.),,,L,mixed,0.1076,0.3619,0.8611,22476,6278,0.3285,,,
mimiciii.CHARTEVENTS,651,Spon RR (Mech.),,,BPM,mixed,8.683,24.0285,46.072,22419,6273,0.3282,,,
mimiciii.CHARTEVENTS,8449,Patient controlled analgesia (PCA) [Attempt],,,,numeric,0.0,3.0,94.3681,22164,1206,0.0631,,,
mimiciii.CHARTEVENTS,1397,RSBI (<100),,,units,mixed,13.201,66.3095,191.4276,21453,5671,0.2967,,,
mimiciii.CHARTEVENTS,551,Pressure Sore #1 [Stage],,,,categorical,,,,20953,1330,0.0696,,,
