src_table,field_key,label,abbreviation,dict_category,unit_observed,dtype_inferred,p01,p50,p99,n_rows,n_keys,coverage,already_gold,concept,note
mimiciii.CHARTEVENTS,300,IV #3 [Site],,,,categorical,,,,100356,8463,0.4428,,,
mimiciii.CHARTEVENTS,344,ImpSkin Character #1,,,,categorical,,,,97726,5569,0.2914,,,
mimiciii.CHARTEVENTS,168,Education Method,,,,categorical,,,,97619,12235,0.6402,,,
mimiciii.CHARTEVENTS,8416,Inc #1 [Appearance],,,,categorical,,,,97593,5795,0.3032,,,
mimiciii.CHARTEVENTS,122,Chest Tube Site #1,,,,categorical,,,,96620,4925,0.2577,,,
mimiciii.CHARTEVENTS,8429,Inc #2 [Status],,,,categorical,,,,96236,4979,0.2605,,,
mimiciii.CHARTEVENTS,8402,IV #3 [Size],,,,categorical,,,,95574,7979,0.4175,,,
mimiciii.CHARTEVENTS,165,Education Barrier,,,,categorical,,,,95406,11834,0.6192,,,
mimiciii.CHARTEVENTS,170,Education Response,,,,categorical,,,,94334,12073,0.6317,,,
mimiciii.CHARTEVENTS,815,INR (2-4 ref. range),,Coags,,numeric,0.9,1.3,4.9695,93551,16866,0.8825,,,
mimiciii.CHARTEVENTS,824,PT(11-13.5),,Coags,,numeric,11.395,14.1303,35.5638,93282,16830,0.8806,,,
mimiciii.CHARTEVENTS,1542,WBC,,Hematology,,numeric,1.7946,11.2926,37.5389,92990,14027,0.7339,,,
mimiciii.CHARTEVENTS,413,Incision/Wound #3,,,,categorical,,,,92550,3560,0.1863,,,
mimiciii.CHARTEVENTS,643,Skin Color,,,,categorical,,,,91782,3236,0.1693,,,
mimiciii.CHARTEVENTS,97,CT #1 Suction Amount,,,,categorical,,,,91552,4963,0.2597,,,
mimiciii.CHARTEVENTS,645,Skin [Temperature],,,,categorical,,,,91143,3091,0.1617,,,
mimiciii.CHARTEVENTS,393,Inc #2 [Drainage],,,,categorical,,,,90660,5025,0.2629,,,
mimiciii.CHARTEVENTS,8475,Skin Condition,,,,categorical,,,,90621,3090,0.1617,,,
mimiciii.CHARTEVENTS,216,Height of Bed,,,,categorical,,,,87505,1784,0.0933,,,
mimiciii.CHARTEVENTS,1534,Phosphorous,,Chemistry,mEq/L,numeric,1.2861,3.3328,8.5943,87448,13087,0.6848,,,
mimiciii.CHARTEVENTS,516,Pacemaker Type,,,,categorical,,,,86563,4092,0.2141,,,
mimiciii.CHARTEVENTS,166,Education Handout,,,,categorical,,,,85622,11508,0.6021,,,
mimiciii.CHARTEVENTS,1522,Calcium,,Chemistry,mg/dl,numeric,6.419,8.299,10.5947,85464,12977,0.679,,,
mimiciii.CHARTEVENTS,94,CT #1 Drainage,,,,categorical,,,,84459,4976,0.2604,,,
mimiciii.CHARTEVENTS,139,Cough/Deep Breathe,,,,categorical,,,,84433,6029,0.3155,,,
mimiciii.CHARTEVENTS,659,Stool [Color],,,,categorical,,,,83759,4738,0.2479,,,
mimiciii.CHARTEVENTS,515,Pacemaker Mode,,,,categorical,,,,83666,4055,0.2122,,,
mimiciii.CHARTEVENTS,579,PressureReduceDevice,,,,categorical,,,,82961,1289,0.0674,,,
mimiciii.CHARTEVENTS,96,CT #1 [Fluctuate],,,,categorical,,,,82334,4964,0.2597,,,
mimiciii.CHARTEVENTS,8478,Stool [Consistency],,,,categorical,,,,82001,4690,0.2454,,,
